year,Title,author,journal
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;35(7):1833-1839.
doi: 10.1016/j.arth.2020.02.033.
Epub 2020 Feb 19.","Can Octogenarians Undergoing Total Knee Arthroplasty Experience Similar Functional Outcomes, Quality of Life, and Satisfaction Rates as Their Younger Counterparts? A Propensity Score Matched Analysis of 1188 Patients","Graham S Goh , Ming Han Lincoln Liow , Jerry Yongqiang Chen , Darren Keng-Jin Tay , Ngai-Nung Lo , Seng-Jin Yeo",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6S):S330-S335.
doi: 10.1016/j.arth.2020.02.031.
Epub 2020 Feb 19.",Stiffness After Total Knee Arthroplasty: Is It a Result of Spinal Deformity?,"Jonathan M Vigdorchik , Abhinav K Sharma , Oren I Feder , Aaron J Buckland , David J Mayman , Kaitlin M Carroll , Peter K Sculco , William J Long , Seth A Jerabek",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;35(7):1868-1876.
doi: 10.1016/j.arth.2020.02.024.
Epub 2020 Feb 17.",Inadequate Metadiaphyseal Fill of a Modern Taper-Wedge Stem Increases Subsidence and Risk of Aseptic Loosening: Technique and Distal Canal Fill Matter!,"Lucian C Warth , Tanner W Grant , Neal B Naveen , Evan R Deckard , Mary Ziemba-Davis , R Michael Meneghini",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jul;35(7):1819-1825.
doi: 10.1016/j.arth.2020.02.016.
Epub 2020 Feb 13.",Accuracy and Validity of Computer Adaptive Testing for Outcome Assessment in Patients Undergoing Total Knee Arthroplasty,"Samik Banerjee , Gregory K Deirmengian , Eric Levicoff , Joseph A Abboud , Otho Plummer , P Maxwell Courtney",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1474-1479.
doi: 10.1016/j.arth.2020.02.002.
Epub 2020 Feb 8.",The Association of Race/Ethnicity and Total Knee Arthroplasty Outcomes in a Universally Insured Population,"Adrian D Hinman , Priscilla H Chan , Heather A Prentice , Elizabeth W Paxton , Kanu M Okike , Ronald A Navarro",j arthroplasty
"Randomized Controlled Trial
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1583-1590.e2.
doi: 10.1016/j.arth.2020.01.085.
Epub 2020 Feb 7.",A Randomized Controlled Trial Comparing a Medial Stabilized Total Knee Prosthesis to a Cruciate Retaining and Posterior Stabilized Design: A Report of the Clinical and Functional Outcomes Following Total Knee Replacement,"Michelle M Dowsey , Daniel J Gould , Timothy Spelman , Marcus G Pandy , Peter F Choong",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1484-1488.
doi: 10.1016/j.arth.2020.02.013.
Epub 2020 Feb 13.",Published Operative Times Do Not Reflect Surgeon Effort: A Novel Approach for Calculating Operative Times in Total Hip Arthroplasty to Better Quantify Surgeon Work,"Yash P Chaudhry , Mitchell A Solano , Syed A Hasan , Julius K Oni , Robert S Sterling , Harpal S Khanuja",j arthroplasty
"Multicenter Study
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1355-1360.
doi: 10.1016/j.arth.2019.12.010.
Epub 2019 Dec 18.",Alpha Defensin: A Diagnostic Accuracy Depending on the Infection Definition Used,"Maxime Huard , Christine Detrembleur , Hervé Poilvache , Ines Pastor Y Geels , Maïte Van Cauter , Ronald Driesen , Jean-Cyr Yombi , Jeroen Neyt , Olivier Cornu",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1508-1515.e2.
doi: 10.1016/j.arth.2020.01.083.
Epub 2020 Feb 7.",Preoperative Risk Factor Optimization Lowers Hospital Length of Stay and Postoperative Emergency Department Visits in Primary Total Hip and Knee Arthroplasty Patients,"Chloe C Dlott , Anne Moore , Christen Nelson , Dannielle Stone , Yunshan Xu , Jensa C Morris , David H Gibson , Lee E Rubin , Mary I O'Connor",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1667-1670.e2.
doi: 10.1016/j.arth.2020.01.070.
Epub 2020 Feb 4.",Total Hip Arthroplasty in Patients With Dementia,"Nicholas M Hernandez , Daniel J Cunningham , William A Jiranek , Michael P Bolognesi , Thorsten M Seyler",j arthroplasty
"Comment
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1449.
doi: 10.1016/j.arth.2020.01.067.
Epub 2020 Jan 31.","Response to Letter to the Editor on ""Prevalence of Sagittal Spinal Deformity Among Patients Undergoing Total Hip Arthroplasty""","Aaron J Buckland , Jonathan M Vigdorchik",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1658-1661.
doi: 10.1016/j.arth.2020.01.082.
Epub 2020 Feb 5.","Length of Stay, Discharge Disposition, and 90-Day Complications and Revisions Following Primary Total Hip Arthroplasty: A Comparison of the Direct Anterior, Posterolateral, and Direct Superior Approaches","Matthew P Siljander , James D Whaley , Denise M Koueiter , Mariam Alsaleh , Mark S Karadsheh",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1622-1626.
doi: 10.1016/j.arth.2020.01.072.
Epub 2020 Jan 31.",Patient-Reported Outcomes and Perioperative Complications of Total Hip Arthroplasty Following Joint Preservation Surgery for Hip Dysplasia,"Tatsuya Tamaki , Kazuhiro Oinuma , Yoshiatsu Nakakita , Yoko Miura , Hidetaka Higashi , Hideaki Shiratsuchi",j arthroplasty
"Comment
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1448-1449.
doi: 10.1016/j.arth.2020.01.068.
Epub 2020 Jan 31.","Letter to the Editor on ""Prevalence of Sagittal Spinal Deformity Among Patients Undergoing Total Hip Arthroplasty""","Takaomi Kobayashi , Tadatsugu Morimoto , Motoki Sonohata , Masaaki Mawatari",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1662-1666.
doi: 10.1016/j.arth.2020.01.063.
Epub 2020 Jan 31.",Clinical Outcomes and Midterm Survivorship of an Uncemented Primary Total Hip Arthroplasty System,"Harman Chaudhry , Steven J MacDonald , James L Howard , Richard W McCalden , Douglas D Naudie , Edward M Vasarhelyi",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6S):S33-S36.
doi: 10.1016/j.arth.2020.01.074.
Epub 2020 Feb 4.",The Financial Implications of the Removal of Total Knee Arthroplasty From the Medicare Inpatient-Only List,"Derek A Haas , Xiaoran Zhang , Charles M Davis rd , Richard Iorio , C Lowry Barnes",j arthroplasty
"Randomized Controlled Trial
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1576-1582.
doi: 10.1016/j.arth.2020.01.057.
Epub 2020 Feb 19.",Association of the Intensive Lifestyle Intervention With Total Knee Replacement in the Look AHEAD (Action for Health in Diabetes) Clinical Trial,"Phyllis A Richey 
, Karen C Johnson 
, Rebecca H Neiberg 
, Judy L Bahnson 
, Kunal Singhal 
, Mace Coday 
, Fridtjof Thomas 
, Cora E Lewis 
, William M Mihalko ",j arthroplasty
"Comment
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1445-1446.
doi: 10.1016/j.arth.2020.01.059.
Epub 2020 Jan 28.","Response to Letter to the Editor on ""Rapid Recovery After Total Joint Arthroplasty Using General Anesthesia""","Jeffrey B Stambough , G Barnes Bloom , Paul K Edwards , Gregory R Mehaffey , C Lowry Barnes , Simon C Mears",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1636-1641.e3.
doi: 10.1016/j.arth.2020.01.025.
Epub 2020 Jan 21.",Augmented Reality for Acetabular Component Placement in Direct Anterior Total Hip Arthroplasty,"Clayton Alexander , Alexander E Loeb , Javad Fotouhi , Nassir Navab , Mehran Armand , Harpal S Khanuja",j arthroplasty
"Comment
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1444-1445.
doi: 10.1016/j.arth.2020.01.058.
Epub 2020 Jan 28.","Letter to the Editor on ""Rapid Recovery After Total Joint Arthroplasty Using General Anesthesia""","Ryan M Lippell , Roniel Y Weinberg , Deirdre C Kelleher , Michael A Akerman , Tiffany R Tedore , Robert S White",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6S):S60-S62.
doi: 10.1016/j.arth.2020.01.010.
Epub 2020 Jan 23.",How to Interpret Metal Ions in THA,Michael J Taunton,j arthroplasty
"Comment
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1750-1751.
doi: 10.1016/j.arth.2020.01.044.
Epub 2020 Jan 24.","Letter to the Editor on ""Is There a Role for Pre-closure Dilute Betadine Irrigation in the Prevention of Postoperative Infection Following TJA?""","Vivek Tiwari , Samir Dwidmuthe , Samrat S Sahoo",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1569-1575.
doi: 10.1016/j.arth.2020.01.051.
Epub 2020 Jan 24.",Flexion Space Balancing Through Component Positioning and Its Relationship to Traditional Anatomic Rotational Landmarks in Robotic Total Knee Arthroplasty,"Scott R Nodzo , Trevor M Staub , Jeffrey M Jancuska , Michael D Cobler-Lichter , K Keely Boyle , Sridhar Rachala",j arthroplasty
"Comment
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1447.
doi: 10.1016/j.arth.2020.01.040.
Epub 2020 Jan 24.","Letter to the Editor on Concerning ""Topical Tranexamic Acid in Revision Total Knee Arthroplasty Reduces Transfusion Rates and May Be Associated With Earlier Recovery"" by Elina Huerfano, MD. et al (J Arthroplasty 34(7s): S249, 2019)","Yong Yang , Zheng Wang , Qunhua Jin",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3S):S50-S52.
doi: 10.1016/j.arth.2019.10.031.",Do Antibiotic-Impregnated Intramedullary Dowels Assist in Eradicating Infection in Total Knee Arthroplasty?,"Michael M Kheir , R Michael Meneghini",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3S):S40-S44.
doi: 10.1016/j.arth.2019.10.055.",Point/Counterpoint: Nonarticulating vs Articulating Spacers for Resection Arthroplasty of the Knee or Hip,"Cody C Wyles , Matthew P Abdel",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3S):S19-S23.
doi: 10.1016/j.arth.2019.11.002.",Antibiotic Choice: The Synergistic Effect of Single vs Dual Antibiotics,"Nequesha S Mohamed , Wayne A Wilkie , Ethan A Remily , James Nace , Ronald E Delanois , James A Browne",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6):1540-1544.
doi: 10.1016/j.arth.2020.01.032.
Epub 2020 Jan 22.",Patient-Reported Outcomes Measurement Information System (PROMIS) Global Health Short Forms Demonstrate Responsiveness in Patients Undergoing Knee Arthroplasty,"Lafi S Khalil , Brian Darrith , Sreten Franovic , Jason J Davis , Robb M Weir , Trevor R Banka",j arthroplasty
"Randomized Controlled Trial
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6S):S173-S177.
doi: 10.1016/j.arth.2020.01.014.
Epub 2020 Jan 15.","The Effect of the IPACK Block on Pain After Primary TKA: A Double-Blinded, Prospective, Randomized Trial","Matthew E Patterson , Jillian Vitter , Kim Bland , Bobby D Nossaman , Leslie C Thomas , George F Chimento",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1328-1332.
doi: 10.1016/j.arth.2020.01.006.
Epub 2020 Jan 10.",Isolated Polyethylene Insert Exchange for Flexion Instability After Primary Total Knee Arthroplasty Demonstrated Excellent Results in Properly Selected Patients,"Cody C Green , George J Haidukewych",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1339-1343.
doi: 10.1016/j.arth.2020.01.004.
Epub 2020 Jan 13.",Mid-term Follow-up of the Direct Anterior Approach in Acetabular Revision Hip Arthroplasty Using a Reconstruction Cage With Impaction Grafting,"Martin Thaler , Dietmar Dammerer , Hermann Leitner , Richard A Lindtner , Michael Nogler",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1424-1431.
doi: 10.1016/j.arth.2019.12.014.
Epub 2019 Dec 17.",Are There Gender-Specific Errors in Restoration of Hip Biomechanics That Affect Outcome Following Total Hip Arthroplasty?,"Jonathan M Warnock , Paul N Karayiannis , Nicola E Gallagher , Janet C Hill , David E Beverland",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1200-1207.e4.
doi: 10.1016/j.arth.2019.12.038.
Epub 2019 Dec 27.",Validation of the Hip Disability and Osteoarthritis Outcome Score and Knee Injury and Osteoarthritis Outcome Score Pain and Function Subscales for Use in Total Hip Replacement and Total Knee Replacement Clinical Trials,"Susan M Goodman 
, Bella Y Mehta 
, Lisa A Mandl 
, Jackie D Szymonifka 
, Jackie Finik 
, Mark P Figgie 
, Iris Y Navarro-Millán 
, Mathias P Bostrom 
, Michael L Parks 
, Douglas E Padgett 
, Alexander S McLawhorn 
, Vinicius C Antao 
, Adolph J Yates 
, Bryan D Springer 
, Stephen L Lyman 
, Jasvinder A Singh ",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1417-1423.
doi: 10.1016/j.arth.2019.12.012.
Epub 2019 Dec 16.",Computed Tomographic Osteolytic Analysis of a First-Generation Remelted Highly Cross-Linked Polyethylene in Total Hip Arthroplasty-At a Minimum of 15-Year Follow-Up,"Kiyokazu Fukui , Ayumi Kaneuji , Xipeng Wang , Toru Ichiseki , Tadami Matsumoto , Norio Kawahara",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1179-1185.
doi: 10.1016/j.arth.2019.12.021.
Epub 2019 Dec 17.",Is the Patient-Reported Outcome Measurement Information System Feasible in Bundled Payment for Care Improvement in Total Hip Arthroplasty Patients?,"Charles M Lawrie , Wahid Abu-Amer , Robert L Barrack , John C Clohisy",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1384-1389.
doi: 10.1016/j.arth.2019.12.005.
Epub 2019 Dec 13.",Two-Stage Exchange Arthroplasty for Periprosthetic Joint Infection Following Total Hip or Knee Arthroplasty Is Associated With High Attrition Rate and Mortality,"Cameron B Barton , David L Wang , Qiang An , Timothy S Brown , John J Callaghan , Jesse E Otero",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1247-1251.
doi: 10.1016/j.arth.2019.12.011.
Epub 2019 Dec 17.",Effects of Depressive Disorders on Patients Undergoing Primary Total Knee Arthroplasty: A Matched-Control Analysis,"Rushabh M Vakharia , Joseph O Ehiorobo , Nipun Sodhi , Samuel J Swiggett , Michael A Mont , Martin W Roche",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1407-1411.
doi: 10.1016/j.arth.2019.12.009.
Epub 2019 Dec 16.",Predictors of Perioperative Vancouver B Periprosthetic Femoral Fractures Associated With the Direct Anterior Approach to Total Hip Arthroplasty,"Sean Z Griffiths , Zachary D Post , Eric J Buxbaum , Taylor M Paziuk , Fabio R Orozco , Alvin C Ong , Danielle Y Ponzio",j arthroplasty
"Comment
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;35(4):1161-1162.
doi: 10.1016/j.arth.2019.12.018.
Epub 2019 Dec 14.","Response to Letter to the Editor on ""A Prospective Double-Blind Placebo Controlled Trial of Topical Tranexamic Acid in Total Knee Arthroplasty""","Andrew G Georgiadis , Stephanie J Muh , Craig D Silverton , Robb M Weir , Michael W Laker",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1361-1367.
doi: 10.1016/j.arth.2019.12.015.
Epub 2019 Dec 14.",Plasma Fibrinogen and Platelet Count Are Referable Tools for Diagnosing Periprosthetic Joint Infection: A Single-Center Retrospective Cohort Study,"Hong Xu , Jinwei Xie , Jingli Yang , Guo Chen , Qiang Huang , Fuxing Pei",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;35(4):911-917.
doi: 10.1016/j.arth.2019.11.006.
Epub 2019 Nov 13.",Do Medicare's Patient-Reported Outcome Measures Collection Windows Accurately Reflect Academic Clinical Practice?,"Ilda B Molloy , Taylor M Yong , Aakash Keswani , Benjamin J Keeney , Wayne E Moschetti , Adriana P Lucas , David S Jevsevar",j arthroplasty
"Comment
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3):903.
doi: 10.1016/j.arth.2019.12.002.
Epub 2019 Dec 9.","Letter to the Editor on ""Do Antibiotic Intramedullary Dowels Assist in Eradicating Infection in Two-Stage Resection for Septic Total Knee Arthroplasty?""","Julien Chapleau , Kwan J Park , Stephen J Incavo",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1351-1354.
doi: 10.1016/j.arth.2019.11.040.
Epub 2019 Dec 2.",Screening for Periprosthetic Joint Infections With ESR and CRP: The Ideal Cutoffs,"Joshua S Bingham , Jeffrey D Hassebrock , Austin L Christensen , Christopher P Beauchamp , Henry D Clarke , Mark J Spangehl",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;35(4):945-949.e1.
doi: 10.1016/j.arth.2019.11.030.
Epub 2019 Nov 28.","Frequency, Cost, and Clinical Significance of Incidental Findings on Preoperative Planning Images for Computer-Assisted Total Joint Arthroplasty","Jeffrey D Hassebrock , Justin L Makovicka , Henry D Clarke , Mark J Spangehl , Christopher P Beauchamp , Adam J Schwartz",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 May;35(5):1239-1246.e1.
doi: 10.1016/j.arth.2019.11.041.
Epub 2019 Dec 5.",Prospective Comparison of Available Primary Total Knee Arthroplasty Sizing Equations,"Michael P Murphy , Stephen J Wallace , Nicholas M Brown",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;35(4):976-980.
doi: 10.1016/j.arth.2019.11.038.
Epub 2019 Nov 30.",Contemporary Total Hip and Total Knee Arthroplasty Results in Patients with Hemochromatosis,"Afton K Limberg , Brian P Chalmers , Kevin I Perry , David G Lewallen , Daniel J Berry , Matthew P Abdel",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;35(4):971-975.
doi: 10.1016/j.arth.2019.10.038.
Epub 2019 Oct 26.",Comparison of Postoperative Complications and Survivorship of Total Hip and Knee Arthroplasty in Dialysis and Renal Transplantation Patients,"Daisuke Inoue , Hamidreza Yazdi , Karan Goswami , Timothy L Tan , Javad Parvizi",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;35(4):1048-1053.
doi: 10.1016/j.arth.2019.11.025.
Epub 2019 Nov 21.",Preoperative Depression Is Associated With Increased Risk Following Revision Total Joint Arthroplasty,"Jacob M Wilson , Kevin X Farley , Greg A Erens , Thomas L Bradbury , George N Guild",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;35(4):1060-1063.
doi: 10.1016/j.arth.2019.11.023.
Epub 2019 Nov 20.",Varus-Valgus Constrained Implants With a Mobile-Bearing Articulation: Results of 367 Revision Total Knee Arthroplasties,"Nicolas Reina , Christopher G Salib , Mark W Pagnano , Robert T Trousdale , Matthew P Abdel , Daniel J Berry",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;35(4):1090-1094.
doi: 10.1016/j.arth.2019.11.017.
Epub 2019 Nov 16.",Risk of Periprosthetic Infection Following Intra-Articular Corticosteroid Injections After Total Knee Arthroplasty,"Zoe Roecker , Nicole D Quinlan , James A Browne , Brian C Werner",j arthroplasty
"Comment
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3):905-906.
doi: 10.1016/j.arth.2019.11.011.
Epub 2019 Nov 16.","Letter to the Editor on ""Non-Operative Management of Hip Labral Tears Yields Similar THA Conversion Rate to Arthroscopic Treatment""","Jiangen Lian , Junfeng Lian , Mingjin Zhong",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;35(4):1137-1144.
doi: 10.1016/j.arth.2019.10.058.
Epub 2019 Nov 5.","Determining the Validity, Reliability, and Utility of the Forgotten Joint Score: A Systematic Review","Marco Adriani , Michael-Alexander Malahias , Alex Gu , Cynthia A Kahlenberg , Michael P Ast , Peter K Sculco",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;35(4):989-996.
doi: 10.1016/j.arth.2019.11.003.
Epub 2019 Nov 13.",High Failure Rates for Unicompartmental Knee Arthroplasty in Morbidly Obese Patients: A Two-Year Minimum Follow-Up Study,"John F Nettrour , Robert T Ellis , Benjamin J Hansen , James A Keeney",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Jun;35(6S):S107-S112.
doi: 10.1016/j.arth.2019.10.059.
Epub 2019 Nov 6.",Hospital Discharge Within a Day After Total Hip Arthroplasty Does Not Compromise 1-Year Outcomes Compared With Rapid Discharge: An Analysis of an Insurance Claims Database,"Michael-Alexander Malahias , Alex Gu , Shawn S Richardson , Ivan De Martino , Michael P Ast , Peter K Sculco",j arthroplasty
"Published Erratum
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3):909.
doi: 10.1016/j.arth.2019.11.001.
Epub 2019 Nov 28.",Corrigendum to 'Patterns and Costs of 90-Day Readmission for Surgical and Medical Complications Following Total Hip and Knee Arthroplasty' [The Journal of Arthroplasty 34 (2019) 2304-2307],"Ran Schwarzkopf , Omar A Behery , HuiHui Yu , Lisa G Suter , Li Li , Leora I Horwitz",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Apr;35(4):1145-1153.e2.
doi: 10.1016/j.arth.2019.10.057.
Epub 2019 Nov 4.",Outcomes of Acetabular Reconstructions for the Management of Chronic Pelvic Discontinuity: A Systematic Review,"Michael-Alexander Malahias , Qian-Li Ma , Alex Gu , Sarah E Ward , Michael M Alexiades , Peter K Sculco",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3):621-627.
doi: 10.1016/j.arth.2019.10.054.
Epub 2019 Nov 2.",What Factors Influence Operative Time in Total Knee Arthroplasty? A 10-Year Analysis in a National Sample,"Alexander J Acuña , Linsen T Samuel , Jaret M Karnuta , Assem A Sultan , Andrew M Swiergosz , Atul F Kamath",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3):652-660.
doi: 10.1016/j.arth.2019.10.043.
Epub 2019 Oct 30.",Femoral Head and Neck Fenestration Through a Direct Anterior Approach Combined With Compacted Autograft for the Treatment of Early Stage Nontraumatic Osteonecrosis of the Femoral Head: A Retrospective Study,"Qiuru Wang , Donghai Li , Zhouyuan Yang , Pengde Kang",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3):725-731.
doi: 10.1016/j.arth.2019.10.014.
Epub 2019 Oct 15.",Intraoperative Practice Variability in Total Knee Arthroplasty,"Liam C Bosch , Samuel B Beger , Stephen T Duncan , Stefano M P Rossi , Peter K Sculco , C Lowry Barnes , Derek F Amanatullah",j arthroplasty
"Comment
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3):902.
doi: 10.1016/j.arth.2019.10.046.
Epub 2019 Nov 1.","Letter to the Editor on ""Total Knee Arthroplasty Has Positive Effect on Patients With Low Mental Health Scores""",Fatih Özden,j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3):661-670.
doi: 10.1016/j.arth.2019.10.034.
Epub 2019 Oct 25.",Nuisance Symptoms in Total Joint Arthroplasty: Prevalence and Impact on Patient Satisfaction,"Thomas J Wood , Danielle T Petruccelli , Daniel M Tushinski , Mitchell J Winemaker , Justin de Beer",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3):747-751.
doi: 10.1016/j.arth.2019.10.020.
Epub 2019 Oct 16.",Sagittal Stability and Implant Design Affect Patient Reported Outcomes After Total Knee Arthroplasty,"Christopher W Jones , Hans Jacobs , Sarah Shumborski , Simon Talbot , Andrew Redgment , Roger Brighton , William L Walter",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3):886-892.
doi: 10.1016/j.arth.2019.09.043.
Epub 2019 Oct 5.",Low-Dose Aspirin Is Adequate for Venous Thromboembolism Prevention Following Total Joint Arthroplasty: A Systematic Review,"Ibrahim Azboy , Hannah Groff , Karan Goswami , Mohammed Vahedian , Javad Parvizi",j arthroplasty
"Review
J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Feb;35(2):364-370.
doi: 10.1016/j.arth.2019.09.015.
Epub 2019 Sep 14.",Temporal Trends and Predictors of Thirty-Day Readmissions and Emergency Department Visits Following Total Knee Arthroplasty in Ontario Between 2003 and 2016,"Tayler D Ross , Erind Dvorani , Refik Saskin , Amir Khoshbin , Amit Atrey , Sarah E Ward",j arthroplasty
"J Arthroplasty
Actions
Search in PubMed
Search in NLM Catalog
Add to Search
. 2020 Mar;35(3):855-858.
doi: 10.1016/j.arth.2019.10.025.
Epub 2019 Oct 19.",Definitive Resection Arthroplasty of the Knee: A Surprisingly Viable Treatment to Manage Intractable Infection in Selected Patients,"Ashton H Goldman , Nicholas J Clark , Michael J Taunton , David G Lewallen , Daniel J Berry , Matthew P Abdel",j arthroplasty
